Date,Total Adults in Shelter,Total Children in Shelter,Total Individuals in Shelter,Single Adult Men in Shelter,Single Adult Women in Shelter,Total Single Adults in Shelter,Families with Children in Shelter,Adults in Families with Children in Shelter,Children in Families with Children in Shelter,Total Individuals in Families with Children in Shelter ,Adult Families in Shelter,Easter,Thanksgiving,Christmas
6/17/2014,30471,23179,53650,7583,2810,10393,11228,16048,23179,1916,4030,0,0,0
6/18/2014,30540,23227,53767,7591,2820,10411,11244,16073,23227,1928,4056,0,0,0
6/19/2014,30583,23252,53835,7592,2833,10425,11260,16105,23252,1926,4053,0,0,0
6/20/2014,30476,23243,53719,7520,2808,10328,11257,16093,23243,1926,4055,0,0,0
6/21/2014,30487,23246,53733,7538,2794,10332,11260,16098,23246,1927,4057,0,0,0
6/22/2014,30605,23289,53894,7605,2813,10418,11288,16139,23289,1923,4048,0,0,0
6/23/2014,30605,23289,53894,7605,2813,10418,11288,16139,23289,1923,4048,0,0,0
6/24/2014,30605,23289,53894,7605,2813,10418,11288,16139,23289,1923,4048,0,0,0
6/25/2014,30605,23289,53894,7605,2813,10418,11288,16139,23289,1923,4048,0,0,0
6/26/2014,30605,23289,53894,7605,2813,10418,11288,16139,23289,1923,4048,0,0,0
6/27/2014,30509,23227,53736,7516,2820,10336,11247,16110,23227,1930,4063,0,0,0
6/28/2014,30518,23286,53804,7504,2809,10313,11288,16160,23286,1922,4045,0,0,0
6/29/2014,30643,23343,53986,7567,2827,10394,11312,16194,23343,1927,4055,0,0,0
6/30/2014,30605,23323,53928,7559,2829,10388,11292,16169,23323,1924,4048,0,0,0
7/1/2014,30481,23261,53742,7514,2824,10338,11256,16113,23261,1916,4030,0,0,0
7/2/2014,30429,23206,53635,7530,2812,10342,11230,16069,23206,1910,4018,0,0,0
7/3/2014,30434,23224,53658,7485,2796,10281,11253,16112,23224,1920,4041,0,0,0
7/4/2014,30385,23223,53608,7454,2786,10240,11248,16106,23223,1919,4039,0,0,0
7/5/2014,30440,23277,53717,7463,2774,10237,11277,16141,23277,1930,4062,0,0,0
7/6/2014,30581,23311,53892,7561,2805,10366,11290,16164,23311,1925,4051,0,0,0
7/7/2014,30621,23306,53927,7601,2806,10407,11280,16164,23306,1924,4050,0,0,0
7/8/2014,30663,23305,53968,7622,2829,10451,11277,16162,23305,1924,4050,0,0,0
7/9/2014,30722,23369,54091,7606,2836,10442,11318,16210,23369,1933,4070,0,0,0
7/10/2014,30701,23401,54102,7575,2841,10416,11338,16234,23401,1925,4051,0,0,0
7/11/2014,30710,23435,54145,7551,2828,10379,11350,16258,23435,1934,4073,0,0,0
7/12/2014,30682,23443,54125,7505,2826,10331,11353,16259,23443,1943,4092,0,0,0
7/13/2014,30886,23509,54395,7622,2856,10478,11387,16308,23509,1947,4100,0,0,0
7/14/2014,30930,23487,54417,7657,2880,10537,11365,16288,23487,1949,4105,0,0,0
7/15/2014,30953,23486,54439,7681,2894,10575,11358,16281,23486,1944,4097,0,0,0
7/16/2014,30945,23459,54404,7683,2882,10565,11356,16273,23459,1949,4107,0,0,0
7/17/2014,30953,23474,54427,7644,2893,10537,11376,16299,23474,1954,4117,0,0,0
7/18/2014,30887,23487,54374,7587,2870,10457,11383,16310,23487,1956,4120,0,0,0
7/19/2014,30930,23491,54421,7603,2872,10475,11386,16317,23491,1965,4138,0,0,0
7/20/2014,31066,23536,54602,7682,2887,10569,11414,16352,23536,1968,4145,0,0,0
7/21/2014,31082,23499,54581,7675,2924,10599,11401,16341,23499,1967,4142,0,0,0
7/22/2014,31029,23392,54421,7682,2906,10588,11355,16285,23392,1976,4156,0,0,0
7/23/2014,31122,23483,54605,7705,2919,10624,11395,16339,23483,1976,4159,0,0,0
7/24/2014,31150,23556,54706,7700,2914,10614,11430,16376,23556,1978,4160,0,0,0
7/25/2014,31059,23543,54602,7615,2902,10517,11431,16371,23543,1984,4171,0,0,0
7/26/2014,30996,23558,54554,7563,2896,10459,11431,16370,23555,1982,4170,0,0,0
7/27/2014,31160,23623,54783,7655,2903,10558,11465,16430,23623,1984,4172,0,0,0
7/28/2014,31215,23645,54860,7676,2929,10605,11465,16433,23642,1985,4177,0,0,0
7/29/2014,31156,23607,54763,7664,2936,10600,11444,16420,23604,1967,4139,0,0,0
7/30/2014,31158,23601,54759,7655,2933,10588,11436,16417,23601,1974,4153,0,0,0
7/31/2014,31093,23649,54742,7592,2927,10519,11443,16425,23646,1971,4152,0,0,0
8/1/2014,30850,23617,54467,7436,2883,10319,11423,16385,23617,1969,4146,0,0,0
8/2/2014,30878,23593,54471,7462,2896,10358,11412,16366,23593,1974,4154,0,0,0
8/3/2014,31055,23657,54712,7559,2923,10482,11438,16395,23657,1985,4178,0,0,0
8/4/2014,31112,23653,54765,7569,2925,10494,11447,16408,23653,2002,4210,0,0,0
8/5/2014,31090,23555,54645,7599,2932,10531,11406,16355,23555,1999,4204,0,0,0
8/6/2014,31126,23585,54711,7599,2940,10539,11414,16373,23585,2004,4214,0,0,0
8/7/2014,31129,23608,54737,7607,2937,10544,11417,16384,23608,1997,4201,0,0,0
8/8/2014,31084,23642,54726,7539,2929,10468,11441,16412,23642,1999,4204,0,0,0
8/9/2014,30994,23654,54648,7482,2936,10418,11439,16405,23654,1984,4171,0,0,0
8/10/2014,31191,23754,54945,7591,2949,10540,11494,16480,23754,1984,4171,0,0,0
8/11/2014,31209,23646,54855,7628,2970,10598,11434,16417,23646,1995,4194,0,0,0
8/12/2014,31216,23635,54851,7662,2958,10620,11423,16402,23635,1995,4194,0,0,0
8/13/2014,31212,23589,54801,7659,2972,10631,11416,16379,23589,2000,4202,0,0,0
8/14/2014,31213,23580,54793,7648,2964,10612,11411,16380,23580,2010,4221,0,0,0
8/15/2014,31131,23599,54730,7578,2944,10522,11415,16378,23599,2014,4231,0,0,0
8/16/2014,31039,23578,54617,7523,2940,10463,11415,16373,23578,2000,4203,0,0,0
8/17/2014,31192,23638,54830,7600,2954,10554,11445,16419,23638,2008,4219,0,0,0
8/18/2014,31249,23625,54874,7657,2969,10626,11440,16420,23625,2000,4203,0,0,0
8/19/2014,31264,23625,54889,7672,2967,10639,11431,16413,23625,2004,4212,0,0,0
8/20/2014,31285,23635,54920,7667,2974,10641,11438,16412,23635,2015,4232,0,0,0
8/21/2014,31291,23673,54964,7642,2969,10611,11452,16445,23673,2016,4235,0,0,0
8/22/2014,31248,23696,54944,7598,2962,10560,11461,16448,23696,2017,4240,0,0,0
8/23/2014,31245,23685,54930,7587,2974,10561,11453,16440,23685,2020,4244,0,0,0
8/24/2014,31362,23735,55097,7648,2988,10636,11483,16473,23735,2025,4253,0,0,0
8/25/2014,31366,23710,55076,7674,2993,10667,11459,16449,23710,2023,4250,0,0,0
8/26/2014,31312,23667,54979,7691,3004,10695,11422,16390,23667,2011,4227,0,0,0
8/27/2014,31321,23704,55025,7685,2984,10669,11440,16418,23704,2014,4234,0,0,0
8/28/2014,31302,23734,55036,7643,2993,10636,11452,16435,23734,2013,4231,0,0,0
8/29/2014,31142,23731,54873,7533,2957,10490,11450,16418,23731,2015,4234,0,0,0
8/30/2014,31170,23759,54929,7557,2945,10502,11467,16438,23759,2014,4230,0,0,0
8/31/2014,31254,23775,55029,7601,2944,10545,11477,16457,23775,2025,4252,0,0,0
9/1/2014,31359,23815,55174,7636,2969,10605,11496,16491,23815,2030,4263,0,0,0
9/2/2014,31394,23827,55221,7652,2985,10637,11485,16473,23827,2038,4284,0,0,0
9/3/2014,31289,23761,55050,7635,2972,10607,11439,16408,23761,2031,4274,0,0,0
9/4/2014,31360,23862,55222,7657,2989,10646,11475,16458,23862,2023,4256,0,0,0
9/5/2014,31311,23911,55222,7596,2972,10568,11493,16484,23911,2023,4259,0,0,0
9/6/2014,31395,23947,55342,7646,2968,10614,11517,16525,23947,2023,4256,0,0,0
9/7/2014,31513,23985,55498,7701,2985,10686,11547,16564,23985,2027,4263,0,0,0
9/8/2014,31619,23997,55616,7739,3003,10742,11539,16568,23997,2050,4309,0,0,0
9/9/2014,31620,23932,55552,7753,3014,10767,11521,16536,23932,2054,4317,0,0,0
9/10/2014,31670,24058,55728,7708,3023,10731,11571,16613,24058,2058,4326,0,0,0
9/11/2014,31661,24066,55727,7709,3023,10732,11575,16615,24066,2052,4314,0,0,0
9/12/2014,31644,24124,55768,7675,3007,10682,11599,16650,24124,2052,4312,0,0,0
9/13/2014,31666,24118,55784,7678,3002,10680,11613,16658,24118,2059,4328,0,0,0
9/14/2014,31873,24209,56082,7779,3018,10797,11655,16721,24209,2072,4355,0,0,0
9/15/2014,31832,24182,56014,7769,3021,10790,11626,16685,24182,2073,4357,0,0,0
9/16/2014,31872,24162,56034,7790,3032,10822,11627,16690,24162,2075,4360,0,0,0
9/17/2014,31899,24118,56017,7815,3025,10840,11615,16679,24118,2084,4380,0,0,0
9/18/2014,31925,24187,56112,7764,3034,10798,11654,16733,24187,2091,4394,0,0,0
9/19/2014,31929,24216,56145,7768,3035,10803,11667,16739,24216,2088,4387,0,0,0
9/20/2014,31913,24195,56108,7763,3022,10785,11660,16735,24195,2089,4393,0,0,0
9/21/2014,32031,24257,56288,7816,3033,10849,11688,16770,24257,2099,4412,0,0,0
9/22/2014,32066,24282,56348,7818,3045,10863,11698,16788,24282,2100,4415,0,0,0
9/23/2014,32005,24214,56219,7807,3048,10855,11669,16746,24214,2095,4404,0,0,0
9/24/2014,32048,24237,56285,7841,3061,10902,11675,16752,24237,2091,4394,0,0,0
9/25/2014,31970,24250,56220,7801,3036,10837,11686,16762,24250,2080,4371,0,0,0
9/26/2014,31869,24274,56143,7696,3018,10714,11700,16772,24274,2087,4383,0,0,0
9/27/2014,31923,24267,56190,7739,3016,10755,11710,16784,24267,2088,4384,0,0,0
9/28/2014,32063,24310,56373,7800,3047,10847,11738,16822,24310,2092,4394,0,0,0
9/29/2014,32063,24310,56373,7800,3047,10847,11738,16822,24310,2092,4394,0,0,0
9/30/2014,32063,24310,56373,7800,3047,10847,11738,16822,24310,2092,4394,0,0,0
10/1/2014,32063,24310,56373,7800,3047,10847,11738,16822,24310,2092,4394,0,0,0
10/2/2014,32063,24310,56373,7800,3047,10847,11738,16822,24310,2092,4394,0,0,0
10/3/2014,31948,24326,56274,7724,3018,10742,11742,16837,24326,2079,4369,0,0,0
10/4/2014,31984,24345,56329,7740,3023,10763,11747,16848,24345,2081,4373,0,0,0
10/5/2014,32216,24460,56676,7855,3047,10902,11807,16930,24460,2087,4384,0,0,0
10/6/2014,32216,24460,56676,7855,3047,10902,11807,16930,24460,2087,4384,0,0,0
10/7/2014,32216,24460,56676,7855,3047,10902,11807,16930,24460,2087,4384,0,0,0
10/8/2014,32216,24460,56676,7855,3047,10902,11807,16930,24460,2087,4384,0,0,0
10/9/2014,32216,24460,56676,7855,3047,10902,11807,16930,24460,2087,4384,0,0,0
10/10/2014,32186,24515,56701,7764,3053,10817,11823,16960,24515,2099,4409,0,0,0
10/11/2014,32236,24513,56749,7824,3041,10865,11821,16957,24513,2101,4414,0,0,0
10/12/2014,32351,24583,56934,7871,3064,10935,11856,16989,24583,2107,4427,0,0,0
10/13/2014,32351,24583,56934,7871,3064,10935,11856,16989,24583,2107,4427,0,0,0
10/14/2014,32351,24583,56934,7871,3064,10935,11856,16989,24583,2107,4427,0,0,0
10/15/2014,32434,24626,57060,7921,3074,10995,11866,17007,24626,2110,4432,0,0,0
10/16/2014,32389,24603,56992,7877,3081,10958,11861,16989,24603,2113,4442,0,0,0
10/17/2014,32344,24649,56993,7825,3051,10876,11884,17021,24649,2116,4447,0,0,0
10/18/2014,32402,24713,57115,7828,3058,10886,11923,17074,24713,2114,4442,0,0,0
10/19/2014,32567,24761,57328,7928,3081,11009,11943,17103,24761,2120,4455,0,0,0
10/20/2014,32580,24763,57343,7941,3084,11025,11938,17100,24763,2120,4455,0,0,0
10/21/2014,32568,24755,57323,7953,3091,11044,11925,17087,24755,2111,4437,0,0,0
10/22/2014,32630,24760,57390,8014,3100,11114,11933,17086,24760,2109,4430,0,0,0
10/23/2014,32649,24783,57432,7993,3121,11114,11948,17115,24783,2101,4420,0,0,0
10/24/2014,32549,24815,57364,7892,3094,10986,11962,17125,24815,2110,4438,0,0,0
10/25/2014,32516,24827,57343,7878,3090,10968,11969,17131,24827,2098,4417,0,0,0
10/26/2014,32677,24871,57548,7974,3114,11088,12000,17163,24871,2102,4426,0,0,0
10/27/2014,32651,24839,57490,7940,3123,11063,11986,17152,24839,2106,4436,0,0,0
10/28/2014,32658,24822,57480,7948,3138,11086,11966,17140,24822,2104,4432,0,0,0
10/29/2014,32672,24868,57540,7958,3124,11082,11992,17166,24868,2100,4424,0,0,0
10/30/2014,32662,24924,57586,7917,3119,11036,12013,17192,24924,2102,4434,0,0,0
10/31/2014,32584,24946,57530,7852,3080,10932,12031,17213,24946,2105,4439,0,0,0
11/1/2014,32623,24928,57551,7886,3096,10982,12024,17203,24928,2104,4438,0,0,0
11/2/2014,32713,24932,57645,7961,3110,11071,12024,17214,24932,2099,4428,0,0,0
11/3/2014,32740,24925,57665,7976,3099,11075,12027,17221,24925,2107,4444,0,0,0
11/4/2014,32793,24936,57729,7975,3101,11076,12055,17256,24936,2115,4461,0,0,0
11/5/2014,32749,24897,57646,7963,3104,11067,12031,17235,24897,2108,4447,0,0,0
11/6/2014,32741,24907,57648,7939,3106,11045,12051,17242,24907,2111,4454,0,0,0
11/7/2014,32730,24946,57676,7932,3092,11024,12048,17233,24946,2119,4473,0,0,0
11/8/2014,32813,25065,57878,7926,3080,11006,12105,17314,25065,2129,4493,0,0,0
11/9/2014,32967,25087,58054,7986,3123,11109,12126,17343,25087,2139,4515,0,0,0
11/10/2014,32958,25074,58032,7999,3121,11120,12108,17327,25074,2138,4511,0,0,0
11/11/2014,32973,25087,58060,8005,3122,11127,12112,17341,25087,2135,4505,0,0,0
11/12/2014,33030,25113,58143,8000,3138,11138,12135,17374,25113,2140,4518,0,0,0
11/13/2014,33058,25116,58174,8050,3136,11186,12135,17378,25116,2129,4494,0,0,0
11/14/2014,33003,25136,58139,7994,3121,11115,12145,17395,25136,2129,4493,0,0,0
11/15/2014,33069,25189,58258,8017,3130,11147,12172,17433,25189,2127,4489,0,0,0
11/16/2014,33137,25189,58326,8061,3140,11201,12179,17443,25189,2130,4493,0,0,0
11/17/2014,33189,25162,58351,8072,3171,11243,12171,17436,25162,2138,4510,0,0,0
11/18/2014,33201,25153,58354,8100,3177,11277,12166,17422,25153,2134,4502,0,0,0
11/19/2014,33296,25181,58477,8123,3182,11305,12190,17452,25181,2153,4539,0,0,0
11/20/2014,33313,25249,58562,8110,3184,11294,12228,17501,25249,2144,4518,0,0,0
11/21/2014,33273,25259,58532,8061,3195,11256,12241,17524,25259,2133,4493,0,0,0
11/22/2014,33262,25229,58491,8042,3191,11233,12252,17532,25229,2134,4497,0,0,0
11/23/2014,33241,25228,58469,8067,3187,11254,12247,17523,25228,2117,4464,0,0,0
11/24/2014,33264,25240,58504,8072,3180,11252,12248,17535,25240,2124,4477,0,0,0
11/25/2014,33275,25250,58525,8108,3157,11265,12250,17535,25250,2123,4475,0,0,0
11/26/2014,33256,25237,58493,8096,3154,11250,12242,17518,25237,2129,4488,0,0,0
11/27/2014,33191,25266,58457,8001,3139,11140,12254,17530,25266,2144,4521,0,1,0
11/28/2014,33251,25284,58535,8055,3142,11197,12266,17548,25284,2136,4506,0,0,0
11/29/2014,33263,25258,58521,8062,3156,11218,12247,17521,25258,2145,4524,0,0,0
11/30/2014,33302,25253,58555,8095,3171,11266,12243,17522,25253,2140,4514,0,0,0
12/1/2014,33274,25210,58484,8098,3164,11262,12216,17496,25210,2142,4516,0,0,0
12/2/2014,33293,25213,58506,8108,3184,11292,12219,17497,25213,2136,4504,0,0,0
12/3/2014,33364,25288,58652,8128,3174,11302,12252,17550,25288,2141,4512,0,0,0
12/4/2014,33383,25358,58741,8121,3174,11295,12279,17587,25358,2138,4501,0,0,0
12/5/2014,33348,25358,58706,8078,3162,11240,12290,17607,25358,2137,4501,0,0,0
12/6/2014,33359,25341,58700,8086,3162,11248,12284,17594,25341,2145,4517,0,0,0
12/7/2014,33457,25396,58853,8139,3169,11308,12313,17633,25396,2144,4516,0,0,0
12/8/2014,33508,25390,58898,8156,3187,11343,12313,17639,25390,2149,4526,0,0,0
12/9/2014,33534,25405,58939,8159,3190,11349,12332,17657,25405,2149,4528,0,0,0
12/10/2014,33514,25431,58945,8142,3192,11334,12339,17658,25431,2146,4522,0,0,0
12/11/2014,33518,25441,58959,8139,3186,11325,12339,17663,25441,2152,4530,0,0,0
12/12/2014,33452,25463,58915,8083,3161,11244,12350,17690,25463,2145,4518,0,0,0
12/13/2014,33407,25463,58870,8064,3165,11229,12351,17694,25463,2129,4484,0,0,0
12/14/2014,33529,25490,59019,8143,3181,11324,12368,17718,25490,2130,4487,0,0,0
12/15/2014,33590,25442,59032,8207,3185,11392,12345,17696,25442,2137,4502,0,0,0
12/16/2014,33550,25409,58959,8200,3195,11395,12320,17674,25409,2126,4481,0,0,0
12/17/2014,33599,25469,59068,8218,3172,11390,12349,17722,25469,2129,4487,0,0,0
12/18/2014,33603,25447,59050,8212,3181,11393,12353,17733,25447,2124,4477,0,0,0
12/19/2014,33512,25417,58929,8183,3152,11335,12341,17704,25417,2123,4473,0,0,0
12/20/2014,33455,25365,58820,8155,3141,11296,12322,17676,25365,2128,4483,0,0,0
12/21/2014,33561,25383,58944,8209,3157,11366,12333,17695,25383,2136,4500,0,0,0
12/22/2014,33537,25376,58913,8204,3153,11357,12316,17680,25376,2135,4500,0,0,0
12/23/2014,33436,25300,58736,8180,3138,11318,12283,17637,25300,2125,4481,0,0,0
12/24/2014,33260,25239,58499,8090,3108,11198,12245,17590,25239,2122,4472,0,0,0
12/25/2014,33314,25235,58549,8125,3123,11248,12243,17589,25235,2124,4477,0,0,1
12/26/2014,33353,25233,58586,8147,3123,11270,12248,17597,25233,2130,4486,0,0,0
12/27/2014,33311,25193,58504,8139,3117,11256,12229,17574,25193,2127,4481,0,0,0
12/28/2014,33354,25162,58516,8190,3132,11322,12216,17559,25162,2123,4473,0,0,0
12/29/2014,33403,25138,58541,8235,3164,11399,12191,17526,25138,2124,4478,0,0,0
12/30/2014,33262,25048,58310,8184,3134,11318,12146,17472,25048,2123,4472,0,0,0
12/31/2014,32937,25004,57941,7936,3064,11000,12137,17457,25004,2128,4480,0,0,0
1/1/2015,33161,24981,58142,8143,3096,11239,12134,17443,24981,2127,4479,0,0,0
1/2/2015,33162,25018,58180,8136,3100,11236,12148,17469,25018,2116,4457,0,0,0
1/3/2015,33161,25011,58172,8148,3099,11247,12135,17454,25011,2118,4460,0,0,0
1/4/2015,33303,25027,58330,8218,3142,11360,12149,17469,25027,2124,4474,0,0,0
1/5/2015,33354,25015,58369,8237,3168,11405,12135,17459,25015,2132,4490,0,0,0
1/6/2015,33374,24978,58352,8276,3175,11451,12120,17433,24978,2132,4490,0,0,0
1/7/2015,33464,25010,58474,8304,3170,11474,12145,17473,25010,2145,4517,0,0,0
1/8/2015,33517,25034,58551,8288,3185,11473,12173,17511,25034,2153,4533,0,0,0
1/9/2015,33415,25013,58428,8202,3164,11366,12162,17493,25013,2163,4556,0,0,0
1/10/2015,33484,25003,58487,8259,3165,11424,12158,17493,25003,2169,4567,0,0,0
1/11/2015,33569,25014,58583,8312,3177,11489,12166,17510,25014,2170,4570,0,0,0
1/12/2015,33609,25034,58643,8332,3181,11513,12175,17525,25034,2171,4571,0,0,0
1/13/2015,33615,25013,58628,8360,3188,11548,12161,17492,25013,2171,4575,0,0,0
1/14/2015,33636,25004,58640,8360,3188,11548,12167,17506,25004,2174,4582,0,0,0
1/15/2015,33646,25021,58667,8356,3182,11538,12168,17511,25021,2181,4597,0,0,0
1/16/2015,33621,25003,58624,8356,3180,11536,12163,17507,25003,2172,4578,0,0,0
1/17/2015,33538,24982,58520,8332,3149,11481,12151,17491,24982,2166,4566,0,0,0
1/18/2015,33630,25014,58644,8378,3152,11530,12179,17529,25014,2167,4571,0,0,0
1/19/2015,33687,25004,58691,8408,3173,11581,12179,17533,25004,2168,4573,0,0,0
1/20/2015,33716,24998,58714,8458,3171,11629,12163,17507,24998,2171,4580,0,0,0
1/21/2015,33686,24959,58645,8449,3189,11638,12141,17473,24959,2169,4575,0,0,0
1/22/2015,33711,24944,58655,8478,3188,11666,12143,17473,24944,2168,4572,0,0,0
1/23/2015,33611,24934,58545,8425,3158,11583,12141,17466,24934,2165,4562,0,0,0
1/24/2015,33595,24877,58472,8428,3168,11596,12122,17435,24877,2166,4564,0,0,0
1/25/2015,33708,24919,58627,8478,3189,11667,12141,17465,24919,2172,4576,0,0,0
1/26/2015,33712,24890,58602,8525,3190,11715,12120,17442,24890,2162,4555,0,0,0
1/27/2015,33781,24951,58732,8538,3189,11727,12151,17486,24951,2169,4568,0,0,0
1/28/2015,33774,24949,58723,8541,3186,11727,12138,17473,24949,2173,4574,0,0,0
1/29/2015,33699,24915,58614,8518,3195,11713,12118,17437,24915,2162,4549,0,0,0
1/30/2015,33602,24904,58506,8440,3159,11599,12114,17439,24904,2169,4564,0,0,0
1/31/2015,33569,24844,58413,8459,3154,11613,12084,17406,24844,2163,4550,0,0,0
2/1/2015,33639,24840,58479,8476,3178,11654,12088,17417,24840,2172,4568,0,0,0
2/2/2015,33752,24835,58587,8535,3186,11721,12088,17433,24835,2187,4598,0,0,0
2/3/2015,33666,24819,58485,8504,3187,11691,12082,17418,24819,2167,4557,0,0,0
2/4/2015,33666,24819,58485,8504,3187,11691,12082,17418,24819,2167,4557,0,0,0
2/5/2015,33630,24720,58350,8526,3177,11703,12034,17364,24720,2171,4563,0,0,0
2/6/2015,33621,24725,58346,8512,3166,11678,12036,17369,24725,2176,4574,0,0,0
2/7/2015,33542,24720,58262,8455,3163,11618,12032,17366,24720,2167,4558,0,0,0
2/8/2015,33690,24739,58429,8562,3174,11736,12045,17384,24739,2173,4570,0,0,0
2/9/2015,33690,24739,58429,8562,3174,11736,12045,17384,24739,2173,4570,0,0,0
2/10/2015,33662,24667,58329,8581,3190,11771,12001,17332,24667,2166,4559,0,0,0
2/11/2015,33668,24620,58288,8588,3187,11775,11991,17317,24620,2174,4576,0,0,0
2/12/2015,33679,24588,58267,8618,3191,11809,11972,17305,24588,2169,4565,0,0,0
2/13/2015,33657,24573,58230,8589,3184,11773,11973,17308,24573,2174,4576,0,0,0
2/14/2015,33552,24537,58089,8522,3152,11674,11967,17298,24537,2176,4580,0,0,0
2/15/2015,33662,24548,58210,8603,3168,11771,11970,17301,24548,2181,4590,0,0,0
2/16/2015,33740,24552,58292,8638,3185,11823,11982,17311,24552,2189,4606,0,0,0
2/17/2015,33770,24574,58344,8648,3199,11847,11992,17325,24574,2184,4598,0,0,0
2/18/2015,33760,24524,58284,8672,3214,11886,11958,17275,24524,2184,4599,0,0,0
2/19/2015,33732,24537,58269,8651,3211,11862,11960,17278,24537,2181,4592,0,0,0
2/20/2015,33692,24519,58211,8657,3194,11851,11959,17256,24519,2178,4585,0,0,0
2/21/2015,33594,24510,58104,8605,3171,11776,11955,17258,24510,2165,4560,0,0,0
2/22/2015,33652,24504,58156,8643,3192,11835,11953,17257,24504,2166,4560,0,0,0
2/23/2015,33656,24486,58142,8678,3197,11875,11929,17216,24486,2168,4565,0,0,0
2/24/2015,33638,24435,58073,8692,3204,11896,11902,17169,24435,2172,4573,0,0,0
2/25/2015,33645,24438,58083,8695,3209,11904,11900,17178,24438,2167,4563,0,0,0
2/26/2015,33561,24414,57975,8641,3209,11850,11897,17174,24414,2153,4537,0,0,0
2/27/2015,33506,24421,57927,8590,3179,11769,11910,17186,24421,2160,4551,0,0,0
2/28/2015,33497,24342,57839,8631,3162,11793,11892,17161,24342,2156,4543,0,0,0
3/1/2015,33591,24370,57961,8665,3187,11852,11911,17184,24370,2164,4555,0,0,0
3/2/2015,33602,24361,57963,8656,3194,11850,11900,17186,24361,2168,4566,0,0,0
3/3/2015,33526,24293,57819,8657,3203,11860,11856,17121,24293,2159,4545,0,0,0
3/4/2015,33579,24330,57909,8682,3200,11882,11882,17148,24330,2160,4549,0,0,0
3/5/2015,33561,24311,57872,8664,3197,11861,11869,17148,24311,2163,4552,0,0,0
3/6/2015,33549,24317,57866,8624,3191,11815,11881,17169,24317,2169,4565,0,0,0
3/7/2015,33558,24353,57911,8612,3179,11791,11903,17195,24353,2172,4572,0,0,0
3/8/2015,33600,24369,57969,8654,3185,11839,11906,17199,24369,2167,4562,0,0,0
3/9/2015,33620,24407,58027,8624,3202,11826,11923,17226,24407,2171,4568,0,0,0
